tagname	cur_value	time	gw
SA0400-FI-456	89224.5268059137	2026-01-13 01:07:00.213	1
SA0400-FRS-001A1	94098.5255828446	2026-01-13 01:07:00.213	1
SA0400-FRS-002A1	89215.0222462204	2026-01-13 01:07:00.213	1
SA0400-FRS-005A1	59228.242063578	2026-01-13 01:07:00.213	1
SA0400-GHD-001	12006.3777873976	2026-01-13 01:07:00.213	1
SA0400-GHS-001	96779.6978891306	2026-01-13 01:07:00.213	1
SA0400-HGS-001	83540.3933752149	2026-01-13 01:07:00.213	1
SA0400-IC4-001	46731.8015064721	2026-01-13 01:07:00.213	1
SA0400-IC5-001	89861.6116522151	2026-01-13 01:07:00.213	1
SA0400-N2-001	11788.5793397125	2026-01-13 01:07:00.213	1
SA0400-NC4-001	35529.0841688421	2026-01-13 01:07:00.213	1
SA0400-NC5-001	48436.5505016541	2026-01-13 01:07:00.213	1
SA0400-PI-012A	73848.6847573307	2026-01-13 01:07:00.213	1
SA0400-PI-012B	69897.6099116406	2026-01-13 01:07:00.213	1
SA0400-PIC-063	66314.2366782665	2026-01-13 01:07:00.213	1
SA0400-SG-001	5348.68634697387	2026-01-13 01:07:00.213	1
SA0400-TI-060A	99360.0926749228	2026-01-13 01:07:00.213	1
SA0400-TI-060B	52912.5151721381	2026-01-13 01:07:00.213	1
SA0400-TI-060C	57942.3634798072	2026-01-13 01:07:00.213	1
SA0400-WI-001	72718.4338940721	2026-01-13 01:07:00.213	1
SA0402-DET-5807A	76454.8066971376	2026-01-13 01:07:00.213	1
SA0402-DET-5807B	16478.9219961905	2026-01-13 01:07:00.213	1
SA0402-DET-5901A	43872.5043056875	2026-01-13 01:07:00.213	1
SA0402-DET-5901B	74466.7767786892	2026-01-13 01:07:00.213	1
SA0402-DET-5902A	61155.5145602908	2026-01-13 01:07:00.213	1
SA0402-DET-5902B	92269.1042258984	2026-01-13 01:07:00.213	1
SA0402-DET-6807A	9424.53929779361	2026-01-13 01:07:00.213	1
SA0402-DET-6807B	35276.5745325364	2026-01-13 01:07:00.213	1
SA0402-DET-6814A	41565.0907043922	2026-01-13 01:07:00.213	1
SA0402-DET-6814B	47389.1156571297	2026-01-13 01:07:00.213	1
SA0402-DET-7305A	79397.2410922304	2026-01-13 01:07:00.213	1
SA0402-DET-7305B	34516.802578457	2026-01-13 01:07:00.213	1
SA0402-DET-8101A	17144.926261818	2026-01-13 01:07:00.213	1
SA0402-DET-8101B	56175.2345600769	2026-01-13 01:07:00.213	1
SA0402-DNTS5901A	33411.9991404898	2026-01-13 01:07:00.213	1
SA0402-DNTS5901B	13322.6049098374	2026-01-13 01:07:00.213	1
SA0402-DNTS5902A	79003.4296296665	2026-01-13 01:07:00.213	1
SA0402-DNTS5902B	3676.5584964809	2026-01-13 01:07:00.213	1
SA0402-DNTS6807A	39362.880547551	2026-01-13 01:07:00.213	1
SA0402-DNTS6807B	85380.6393566268	2026-01-13 01:07:00.213	1
SA0402-DNTS6814A	4008.34930796465	2026-01-13 01:07:00.213	1
SA0402-DNTS6814B	38000.0094577859	2026-01-13 01:07:00.213	1
SA0402-DNTS7305A	63418.9569418702	2026-01-13 01:07:00.213	1
SA0402-DNTS7305B	90030.0114183965	2026-01-13 01:07:00.213	1
SA0402-DNTS8101A	41652.0748783001	2026-01-13 01:07:00.213	1
SA0402-DNTS8101B	24111.2079039118	2026-01-13 01:07:00.213	1
SA0402-EFR-5807A	48120.9876581981	2026-01-13 01:07:00.213	1
SA0402-EFR-5807B	84095.8948775917	2026-01-13 01:07:00.213	1
SA0402-EFR-5901A	92752.1935352038	2026-01-13 01:07:00.213	1
SA0402-EFR-5901B	69857.7800011146	2026-01-13 01:07:00.213	1
SA0402-EFR-5902A	54440.2624717403	2026-01-13 01:07:00.213	1
SA0402-EFR-5902B	6423.04114495831	2026-01-13 01:07:00.213	1
SA0402-EFR-6807A	85697.5923428255	2026-01-13 01:07:00.213	1
SA0402-EFR-6807B	13086.5501129525	2026-01-13 01:07:00.213	1
SA0402-EFR-6814A	92088.9773143538	2026-01-13 01:07:00.213	1
SA0402-EFR-6814B	4448.20451474935	2026-01-13 01:07:00.213	1
SA0402-EFR-7305A	50013.581540504	2026-01-13 01:07:00.213	1
SA0402-EFR-7305B	62448.5563158902	2026-01-13 01:07:00.213	1
SA0402-EFR-8101A	86101.1328628798	2026-01-13 01:07:00.213	1
SA0402-EFR-8101B	22460.8979302803	2026-01-13 01:07:00.213	1
SA0402-FRS-5807A	34867.4778002934	2026-01-13 01:07:00.213	1
SA0402-FRS-5807B	62642.6640048559	2026-01-13 01:07:00.213	1
SA0402-FRS-5901A	4944.25696593849	2026-01-13 01:07:00.213	1
SA0402-FRS-5901B	4825.98989533719	2026-01-13 01:07:00.213	1
SA0402-FRS-5902A	44562.5065261701	2026-01-13 01:07:00.213	1
SA0402-FRS-5902B	51217.560209538	2026-01-13 01:07:00.213	1
SA0402-FRS-6807A	41176.8741235777	2026-01-13 01:07:00.213	1
SA0402-FRS-6807B	53379.0108249549	2026-01-13 01:07:00.213	1
SA0402-FRS-6814A	62034.6546753514	2026-01-13 01:07:00.213	1
SA0402-FRS-6814B	457.170506868954	2026-01-13 01:07:00.213	1
SA0402-FRS-7305A	67602.9237726767	2026-01-13 01:07:00.213	1
SA0402-FRS-7305B	32715.1954273768	2026-01-13 01:07:00.213	1
SA0402-FRS-8101A	76638.3646544248	2026-01-13 01:07:00.213	1
SA0402-FRS-8101B	62934.7461997908	2026-01-13 01:07:00.213	1
SA0402DNTS-5807A	33478.843957344	2026-01-13 01:07:00.213	1
SA0402DNTS-5807B	97200.3606362536	2026-01-13 01:07:00.213	1
SA0403-DET-1206A	86291.4141609397	2026-01-13 01:07:00.213	1
SA0403-DET-1206B	83863.6875150142	2026-01-13 01:07:00.213	1
SA0403-DNTS1206A	87039.740158431	2026-01-13 01:07:00.213	1
SA0403-DNTS1206B	60807.4859833159	2026-01-13 01:07:00.213	1
SA0403-EFR-1206A	1444.04955136897	2026-01-13 01:07:00.213	1
SA0403-EFR-1206B	16096.2046462157	2026-01-13 01:07:00.213	1
SA0403-FRS-1206A	95562.0911448609	2026-01-13 01:07:00.213	1
SA0403-FRS-1206B	97317.4636709304	2026-01-13 01:07:00.213	1
SA0440-DET-0705A	6664.28294802729	2026-01-13 01:07:00.213	1
SA0440-DET-0705B	19583.9061082286	2026-01-13 01:07:00.213	1
SA0440-DET-1806A	61774.1346188675	2026-01-13 01:07:00.213	1
SA0440-DET-1806B	50216.4009981925	2026-01-13 01:07:00.213	1
SA0440-DET-1909A	50977.7412308362	2026-01-13 01:07:00.213	1
SA0440-DET-1909B	81447.4869963776	2026-01-13 01:07:00.213	1
SA0440-DET-1914A	12414.3697320627	2026-01-13 01:07:00.213	1
SA0440-DET-1914B	66909.391600888	2026-01-13 01:07:00.213	1
SA0440-DET-2504A	10794.1096857218	2026-01-13 01:07:00.213	1
SA0440-DET-2504B	67213.0586659126	2026-01-13 01:07:00.213	1
SA0440-DET-2604A	18579.6129303527	2026-01-13 01:07:00.213	1
SA0440-DET-2604B	89549.9933041603	2026-01-13 01:07:00.213	1
SA0440-DET-2805A	86501.9112224192	2026-01-13 01:07:00.213	1
SA0440-DET-2805B	8615.02870834944	2026-01-13 01:07:00.213	1
SA0440-DNTS0705A	35407.0172728145	2026-01-13 01:07:00.213	1
SA0440-DNTS0705B	21007.5957297041	2026-01-13 01:07:00.213	1
SA0440-DNTS1806A	93805.2332469155	2026-01-13 01:07:00.213	1
SA0440-DNTS1806B	97788.9692320486	2026-01-13 01:07:00.213	1
SA0440-DNTS1909A	22560.4058662669	2026-01-13 01:07:00.213	1
SA0440-DNTS1909B	20680.129757854	2026-01-13 01:07:00.213	1
SA0440-DNTS1914A	18280.5685607235	2026-01-13 01:07:00.213	1
SA0440-DNTS1914B	66942.6566157544	2026-01-13 01:07:00.213	1
SA0440-DNTS2504A	48465.5810990042	2026-01-13 01:07:00.213	1
SA0440-DNTS2504B	30226.3391449822	2026-01-13 01:07:00.213	1
SA0440-DNTS2604A	12319.0303507526	2026-01-13 01:07:00.213	1
SA0440-DNTS2604B	13482.5191056571	2026-01-13 01:07:00.213	1
SA0440-DNTS2805A	27147.3927507128	2026-01-13 01:07:00.213	1
SA0440-DNTS2805B	68115.4804376111	2026-01-13 01:07:00.213	1
SA0440-EFR-0705A	74070.7140602938	2026-01-13 01:07:00.213	1
SA0440-EFR-0705B	73480.2764923561	2026-01-13 01:07:00.213	1
SA0440-EFR-1806A	43119.4565313127	2026-01-13 01:07:00.213	1
SA0440-EFR-1806B	24866.2575849966	2026-01-13 01:07:00.213	1
SA0440-EFR-1909A	61674.8162592848	2026-01-13 01:07:00.213	1
SA0440-EFR-1909B	65579.2337112007	2026-01-13 01:07:00.213	1
SA0440-EFR-1914A	69855.8772365247	2026-01-13 01:07:00.213	1
SA0440-EFR-1914B	20888.9981375504	2026-01-13 01:07:00.213	1
SA0440-EFR-2504A	95031.3530461286	2026-01-13 01:07:00.213	1
SA0440-EFR-2504B	84993.3263418771	2026-01-13 01:07:00.213	1
SA0440-EFR-2604A	16910.7100881954	2026-01-13 01:07:00.213	1
SA0440-EFR-2604B	36846.3323266729	2026-01-13 01:07:00.213	1
SA0440-EFR-2805A	44099.9920629327	2026-01-13 01:07:00.213	1
SA0440-EFR-2805B	44474.763982888	2026-01-13 01:07:00.213	1
SA0440-FR-1909A	67371.3152518323	2026-01-13 01:07:00.213	1
SA0440-FR-1909B	88564.8399167226	2026-01-13 01:07:00.213	1
SA0440-FR-1914A	62560.9229918359	2026-01-13 01:07:00.213	1
SA0440-FR-1914B	2463.89546219313	2026-01-13 01:07:00.213	1
SA0440-FRS-0705A	40520.1272280651	2026-01-13 01:07:00.213	1
SA0440-FRS-0705B	39065.4782864858	2026-01-13 01:07:00.213	1
SA0440-FRS-1806A	83459.7915501426	2026-01-13 01:07:00.213	1
SA0440-FRS-1806B	72852.9387512787	2026-01-13 01:07:00.213	1
SA0440-FRS-1909A	46032.6966431	2026-01-13 01:07:00.213	1
SA0440-FRS-1909B	13166.073212298	2026-01-13 01:07:00.213	1
SA0440-FRS-1914A	60531.7684560091	2026-01-13 01:07:00.213	1
SA0440-FRS-1914B	20768.5451366887	2026-01-13 01:07:00.213	1
SA0440-FRS-2504A	66133.2930289995	2026-01-13 01:07:00.213	1
SA0440-FRS-2504B	13165.2205759255	2026-01-13 01:07:00.213	1
SA0440-FRS-2604A	45124.3938800064	2026-01-13 01:07:00.213	1
SA0440-FRS-2604B	39541.4796840707	2026-01-13 01:07:00.213	1
SA0440-FRS-2805A	81881.1455399522	2026-01-13 01:07:00.213	1
SA0440-FRS-2805B	37821.2371119592	2026-01-13 01:07:00.213	1
SA0465-DET-0705A	19344.3911604295	2026-01-13 01:07:00.213	1
SA0465-DET-0705B	24706.3776027266	2026-01-13 01:07:00.213	1
SA0465-DET-0805A	62175.2021634068	2026-01-13 01:07:00.213	1
SA0465-DET-0805B	64570.0077874411	2026-01-13 01:07:00.213	1
SA0465-DNTS0705A	35212.498066331	2026-01-13 01:07:00.213	1
SA0465-DNTS0705B	30318.536615697	2026-01-13 01:07:00.213	1
SA0465-DNTS0805A	10333.6954077622	2026-01-13 01:07:00.213	1
SA0465-DNTS0805B	59874.2749613579	2026-01-13 01:07:00.213	1
SA0465-EFR-0705A	70748.0777875795	2026-01-13 01:07:00.213	1
SA0465-EFR-0705B	70215.464396838	2026-01-13 01:07:00.213	1
SA0465-EFR-0805A	85873.6180676778	2026-01-13 01:07:00.213	1
SA0465-EFR-0805B	78316.4520331504	2026-01-13 01:07:00.213	1
SA0465-FR-0705A	99963.4196504118	2026-01-13 01:07:00.213	1
SA0465-FR-0705B	80867.869794942	2026-01-13 01:07:00.213	1
SA0465-FRS-0705A	20621.4993945887	2026-01-13 01:07:00.213	1
SA0465-FRS-0705B	46988.9010659323	2026-01-13 01:07:00.213	1
SA0465-FRS-0805A	25785.0956398163	2026-01-13 01:07:00.213	1
SA0465-FRS-0805B	18145.6565976467	2026-01-13 01:07:00.213	1
SA0505-DET-0610A	18603.4061790404	2026-01-13 01:07:00.213	1
SA0505-DET-0610B	90522.7851144519	2026-01-13 01:07:00.213	1
SA0505-DET-0611A	89802.0581064672	2026-01-13 01:07:00.213	1
SA0505-DET-0611B	54996.3460964405	2026-01-13 01:07:00.213	1
SA0505-DNTS0610A	31879.6562251532	2026-01-13 01:07:00.213	1
SA0505-DNTS0610B	5536.24586618984	2026-01-13 01:07:00.213	1
SA0505-DNTS0611A	31365.1049106906	2026-01-13 01:07:00.213	1
SA0505-DNTS0611B	94766.3434836617	2026-01-13 01:07:00.213	1
SA0505-EFR-0610A	89132.7335015113	2026-01-13 01:07:00.213	1
SA0505-EFR-0610B	82631.3764989118	2026-01-13 01:07:00.213	1
SA0505-EFR-0611A	2630.80277665672	2026-01-13 01:07:00.213	1
SA0505-EFR-0611B	18909.7044541472	2026-01-13 01:07:00.213	1
SA0505-FRS-0610A	48317.2328566888	2026-01-13 01:07:00.213	1
SA0505-FRS-0610B	16154.9387908726	2026-01-13 01:07:00.213	1
SA0505-FRS-0611A	51781.8669862357	2026-01-13 01:07:00.213	1
SA0505-FRS-0611B	13278.8187961434	2026-01-13 01:07:00.213	1
SA0631-DET-1101A	617.103465984865	2026-01-13 01:07:00.213	1
SA0631-DET-1101B	62034.7954456213	2026-01-13 01:07:00.213	1
SA0631-DNTS1101A	34319.2583164909	2026-01-13 01:07:00.213	1
SA0631-DNTS1101B	35202.6343419062	2026-01-13 01:07:00.213	1
SA0631-EFR-1101A	12286.6513280575	2026-01-13 01:07:00.213	1
SA0631-EFR-1101B	52435.086616626	2026-01-13 01:07:00.213	1
SA0631-FRS-1101A	35281.5208971332	2026-01-13 01:07:00.213	1
SA0631-FRS-1101B	57734.4708263256	2026-01-13 01:07:00.213	1
SA0633-DET-0307A	5295.95239461538	2026-01-13 01:07:00.213	1
SA0633-DET-0307B	55459.5823301478	2026-01-13 01:07:00.213	1
SA0633-DNTS0307A	43383.9784138579	2026-01-13 01:07:00.213	1
SA0633-DNTS0307B	24166.8630090477	2026-01-13 01:07:00.213	1
SA0633-EFR-0307A	81486.5644225986	2026-01-13 01:07:00.213	1
SA0633-EFR-0307B	39845.6353786697	2026-01-13 01:07:00.213	1
SA0633-FRS-0307A	85858.7770313508	2026-01-13 01:07:00.213	1
SA0633-FRS-0307B	60703.5280029467	2026-01-13 01:07:00.213	1
SA0636-DET-0701A	95133.2818106911	2026-01-13 01:07:00.213	1
SA0636-DET-0701B	37977.7124145239	2026-01-13 01:07:00.213	1
SA0636-DNTS0701A	32568.21174426	2026-01-13 01:07:00.213	1
SA0636-DNTS0701B	98080.6988565476	2026-01-13 01:07:00.213	1
SA0636-EFR-0701A	96778.1108127539	2026-01-13 01:07:00.213	1
SA0636-EFR-0701B	97542.9877859246	2026-01-13 01:07:00.213	1
SA0636-FRS-0701A	40022.7681161745	2026-01-13 01:07:00.213	1
SA0636-FRS-0701B	52688.1847893696	2026-01-13 01:07:00.213	1
SA0637-001ACC	45435.1550329183	2026-01-13 01:07:00.213	1
SA0637-001ACE	61605.3933085339	2026-01-13 01:07:00.213	1
SA0637-001BCC	42829.3010574676	2026-01-13 01:07:00.213	1
SA0637-001BCE	14860.2692598956	2026-01-13 01:07:00.213	1
SA0637-C1-001A	47802.0547962433	2026-01-13 01:07:00.213	1
SA0637-C2-001A	83737.106794692	2026-01-13 01:07:00.213	1
SA0637-C3-001A	42371.4285981753	2026-01-13 01:07:00.213	1
SA0637-C6-001A	31553.8642967825	2026-01-13 01:07:00.213	1
SA0637-CO2-001A	58283.1027552292	2026-01-13 01:07:00.213	1
SA0637-FY-ACC	36349.2113282167	2026-01-13 01:07:00.213	1
SA0637-GHD-001A	43629.7444122507	2026-01-13 01:07:00.213	1
SA0637-GHV-001A	969.529452157725	2026-01-13 01:07:00.213	1
SA0637-IC4-001A	68670.8966233538	2026-01-13 01:07:00.213	1
SA0637-IC5-001A	26448.485145209	2026-01-13 01:07:00.213	1
SA0637-N2-001A	23247.043825831	2026-01-13 01:07:00.213	1
SA0637-NC4-001A	43019.3478457226	2026-01-13 01:07:00.213	1
SA0637-NC5-001A	2918.93792379151	2026-01-13 01:07:00.213	1
SA0637-PI-222	44988.2173949705	2026-01-13 01:07:00.213	1
SA0637-PIA-207	7651.24404015318	2026-01-13 01:07:00.213	1
SA0637-SG-001A	78641.547068894	2026-01-13 01:07:00.213	1
SA0637-WOB-001A	30302.1451037246	2026-01-13 01:07:00.213	1
SA0640-GHV-203	951.934031114543	2026-01-13 01:07:00.213	1
SA0640-WI-203	26989.5700599235	2026-01-13 01:07:00.213	1
SA0650-C1-001	89438.3370900482	2026-01-13 01:07:00.213	1
SA0650-C2-001	8014.0615293133	2026-01-13 01:07:00.213	1
SA0650-C3-001	21601.709969059	2026-01-13 01:07:00.213	1
SA0650-C6-001	27380.4279210607	2026-01-13 01:07:00.213	1
SA0650-CO2-001	79372.7802630173	2026-01-13 01:07:00.213	1
SA0650-HGD-001	72683.4890454964	2026-01-13 01:07:00.213	1
SA0650-HGS-001	56923.7257028786	2026-01-13 01:07:00.213	1
SA0650-IC4-001	4622.95928114299	2026-01-13 01:07:00.213	1
SA0650-IC5-001	27209.4411570996	2026-01-13 01:07:00.213	1
SA0650-N2-001	73085.4086401692	2026-01-13 01:07:00.213	1
SA0650-NC4-001	84523.9662453168	2026-01-13 01:07:00.213	1
SA0650-NC5-001	39405.0972465992	2026-01-13 01:07:00.213	1
SA0650-SG-001	15851.8875438688	2026-01-13 01:07:00.213	1
SA0650-WOB-001	22501.878812498	2026-01-13 01:07:00.213	1
SA0660-C1-002	74328.6204993521	2026-01-13 01:07:00.213	1
SA0660-C2-002	96748.9252617306	2026-01-13 01:07:00.213	1
SA0660-C3-002	54471.7917146389	2026-01-13 01:07:00.213	1
SA0660-C6-002	93696.2854136289	2026-01-13 01:07:00.213	1
SA0660-CO2-002	90428.0503842489	2026-01-13 01:07:00.213	1
SA0660-HGS-002	23436.0071850405	2026-01-13 01:07:00.213	1
SA0660-IC4-002	39329.941099995	2026-01-13 01:07:00.213	1
SA0660-IC5-002	9348.12095035056	2026-01-13 01:07:00.213	1
SA0660-N2-002	5228.41429480527	2026-01-13 01:07:00.213	1
SA0660-NC4-002	47219.9055012275	2026-01-13 01:07:00.213	1
SA0660-NC5-002	51565.8991664689	2026-01-13 01:07:00.213	1
SA0660-SG-002	91830.7457626573	2026-01-13 01:07:00.213	1
SA0660-WOB-002	94972.8572398353	2026-01-13 01:07:00.213	1
SA0673-DET-2101A	6670.98991007989	2026-01-13 01:07:00.213	1
SA0673-DET-2101B	79211.4939877188	2026-01-13 01:07:00.213	1
SA0673-DNTS2101A	19985.2828911475	2026-01-13 01:07:00.213	1
SA0673-DNTS2101B	56654.6961454358	2026-01-13 01:07:00.213	1
SA0673-EFR-2101A	36812.2550917288	2026-01-13 01:07:00.213	1
SA0673-EFR-2101B	61200.1616914637	2026-01-13 01:07:00.213	1
SA0673-FRS-2101A	379.096578476489	2026-01-13 01:07:00.213	1
SA0673-FRS-2101B	50393.0254202796	2026-01-13 01:07:00.213	1
SA0680-C1-001	52639.6936671776	2026-01-13 01:07:00.213	1
SA0680-C2-001	6393.20600777688	2026-01-13 01:07:00.213	1
SA0680-C3-001	11815.5737120615	2026-01-13 01:07:00.213	1
SA0680-C6P-001	1790.28089422225	2026-01-13 01:07:00.213	1
SA0680-CO2-001	87941.4828114939	2026-01-13 01:07:00.213	1
SA0680-GHD-001	65489.1962733122	2026-01-13 01:07:00.213	1
SA0680-GHS-001	78320.6491230411	2026-01-13 01:07:00.213	1
SA0680-IC4-001	24457.8224557808	2026-01-13 01:07:00.213	1
SA0680-IC5-001	72574.9005683694	2026-01-13 01:07:00.213	1
SA0680-N2-001	12032.383078926	2026-01-13 01:07:00.213	1
SA0680-NC4-001	47642.7199362688	2026-01-13 01:07:00.213	1
SA0680-NC5-001	14524.8872001611	2026-01-13 01:07:00.213	1
SA0680-SG-001	38683.0008710847	2026-01-13 01:07:00.213	1
SA0680-WI-001	67575.6006093578	2026-01-13 01:07:00.213	1
SA0690-C1-501	73642.824236473	2026-01-13 01:07:00.213	1
SA0690-C2-501	58438.1950010261	2026-01-13 01:07:00.213	1
SA0690-C3-501	33682.2049017251	2026-01-13 01:07:00.213	1
SA0690-C6P-501	60312.680079759	2026-01-13 01:07:00.213	1
SA0690-CO2-501	98912.8187080099	2026-01-13 01:07:00.213	1
SA0690-GHD-501	61884.7969748277	2026-01-13 01:07:00.213	1
SA0690-GHS-501	48596.7454353756	2026-01-13 01:07:00.213	1
SA0690-IC4-501	12529.0404742008	2026-01-13 01:07:00.213	1
SA0690-IC5-501	53172.2734014209	2026-01-13 01:07:00.213	1
SA0690-N2-501	93772.8693323866	2026-01-13 01:07:00.213	1
SA0690-NC4-501	17828.861474649	2026-01-13 01:07:00.213	1
SA0690-NC5-501	40549.1455184759	2026-01-13 01:07:00.213	1
SA0690-SG-501	94273.4142712334	2026-01-13 01:07:00.213	1
SA0690-WI-501	76033.9347037799	2026-01-13 01:07:00.213	1
SA0692-DET-0201A	54328.4628956443	2026-01-13 01:07:00.213	1
SA0692-DET-0201B	14117.1098473916	2026-01-13 01:07:00.213	1
SA0692-DET-0301A	64360.7037911573	2026-01-13 01:07:00.213	1
SA0692-DET-0301B	76017.5503626186	2026-01-13 01:07:00.213	1
SA0692-DNTS0201A	60298.3760549373	2026-01-13 01:07:00.213	1
SA0692-DNTS0201B	76576.632192891	2026-01-13 01:07:00.213	1
SA0692-DNTS0301A	86204.3994275056	2026-01-13 01:07:00.213	1
SA0692-DNTS0301B	71695.7494112968	2026-01-13 01:07:00.213	1
SA0692-EFR-0201A	43550.9675517106	2026-01-13 01:07:00.213	1
SA0692-EFR-0201B	48115.0810290868	2026-01-13 01:07:00.213	1
SA0692-EFR-0301A	46756.528115702	2026-01-13 01:07:00.213	1
SA0692-EFR-0301B	24196.017024414	2026-01-13 01:07:00.213	1
SA0692-FRS-0201A	49175.0704220208	2026-01-13 01:07:00.213	1
SA0692-FRS-0201B	19759.9339720202	2026-01-13 01:07:00.213	1
SA0692-FRS-0301A	33891.0725626618	2026-01-13 01:07:00.213	1
SA0692-FRS-0301B	72797.9050723299	2026-01-13 01:07:00.213	1
SA0697-C1-301	40845.1389233173	2026-01-13 01:07:00.213	1
SA0697-C2-301	52481.662424439	2026-01-13 01:07:00.213	1
SA0697-C3-301	79716.5960693618	2026-01-13 01:07:00.213	1
SA0697-C6-301	17621.2999342107	2026-01-13 01:07:00.213	1
SA0697-CO2-301	43558.5643131446	2026-01-13 01:07:00.213	1
SA0697-DET-0201A	6898.99681791366	2026-01-13 01:07:00.213	1
SA0697-DET-0201B	85905.2595177225	2026-01-13 01:07:00.213	1
SA0697-DET-301A	78408.1908848799	2026-01-13 01:07:00.213	1
SA0697-DET-301B	1530.24314608926	2026-01-13 01:07:00.213	1
SA0697-DET-301C	79364.7261947668	2026-01-13 01:07:00.213	1
SA0697-DET-301D	96870.8262919616	2026-01-13 01:07:00.213	1
SA0697-DET-301E	35922.3139510234	2026-01-13 01:07:00.213	1
SA0697-DET-301F	88882.7311215071	2026-01-13 01:07:00.213	1
SA0697-DET0307A	34374.7693044527	2026-01-13 01:07:00.213	1
SA0697-DET0307B	80339.568160511	2026-01-13 01:07:00.213	1
SA0697-DNTS-301A	93587.716526964	2026-01-13 01:07:00.213	1
SA0697-DNTS-301B	49674.9618027074	2026-01-13 01:07:00.213	1
SA0697-DNTS-301C	44379.6862848083	2026-01-13 01:07:00.213	1
SA0697-DNTS-301D	68575.8843141316	2026-01-13 01:07:00.213	1
SA0697-DNTS-301E	19681.7290651663	2026-01-13 01:07:00.213	1
SA0697-DNTS-301F	73403.5561719413	2026-01-13 01:07:00.213	1
SA0697-DNTS0201A	81616.5965209251	2026-01-13 01:07:00.213	1
SA0697-DNTS0201B	18007.2673279301	2026-01-13 01:07:00.213	1
SA0697-DNTS0307A	28350.5894822765	2026-01-13 01:07:00.213	1
SA0697-DNTS0307B	81615.9231813092	2026-01-13 01:07:00.213	1
SA0697-EFR-0201A	98176.7552330995	2026-01-13 01:07:00.213	1
SA0697-EFR-0201B	79930.5794153538	2026-01-13 01:07:00.213	1
SA0697-EFR-301A	42987.3122442906	2026-01-13 01:07:00.213	1
SA0697-EFR-301B	30850.2494477891	2026-01-13 01:07:00.213	1
SA0697-EFR-301C	81657.8080459803	2026-01-13 01:07:00.213	1
SA0697-EFR-301D	19852.2015890263	2026-01-13 01:07:00.213	1
SA0697-EFR-301E	74856.6567563704	2026-01-13 01:07:00.213	1
SA0697-EFR-301F	57995.0803303593	2026-01-13 01:07:00.213	1
SA0697-EFR0307A	56494.8480080864	2026-01-13 01:07:00.213	1
SA0697-EFR0307B	52821.4976646145	2026-01-13 01:07:00.213	1
SA0697-FRS-0201A	22873.2719283697	2026-01-13 01:07:00.213	1
SA0697-FRS-0201B	34018.2944988518	2026-01-13 01:07:00.213	1
SA0697-FRS-301A	66805.066066365	2026-01-13 01:07:00.213	1
SA0697-FRS-301B	99806.4538094915	2026-01-13 01:07:00.213	1
SA0697-FRS-301C	20226.4099050034	2026-01-13 01:07:00.213	1
SA0697-FRS-301D	15121.7342771395	2026-01-13 01:07:00.213	1
SA0697-FRS-301E	81362.0910075224	2026-01-13 01:07:00.213	1
SA0697-FRS-301F	61456.8134481223	2026-01-13 01:07:00.213	1
SA0697-FRS0307A	79714.5753622513	2026-01-13 01:07:00.213	1
SA0697-FRS0307B	25406.9251129818	2026-01-13 01:07:00.213	1
SA0697-HGD-301	31024.8445579059	2026-01-13 01:07:00.213	1
SA0697-HGS-301	68996.4858789345	2026-01-13 01:07:00.213	1
SA0697-IC4-301	4521.63169692895	2026-01-13 01:07:00.213	1
SA0697-IC5-301	79096.590682665	2026-01-13 01:07:00.213	1
SA0697-N2-301	66818.3717542262	2026-01-13 01:07:00.213	1
SA0697-NC4-301	3028.00873541495	2026-01-13 01:07:00.213	1
SA0697-NC5-301	79852.9369632336	2026-01-13 01:07:00.213	1
SA0697-SG-301	21138.5302438808	2026-01-13 01:07:00.213	1
SA0697-TR-301A	14126.946641903	2026-01-13 01:07:00.213	1
SA0697-TR-301B	35954.6515384502	2026-01-13 01:07:00.213	1
SA0697-TR-301C	33774.1895691605	2026-01-13 01:07:00.213	1
SA0697-TR-301D	52005.3794042404	2026-01-13 01:07:00.213	1
SA0697-TR-301E	70216.2473054305	2026-01-13 01:07:00.213	1
SA0697-TR-301F	61076.9742442941	2026-01-13 01:07:00.213	1
SA0697-WCT-301A	8982.03779579256	2026-01-13 01:07:00.213	1
SA0697-WOB-301	43671.2254022992	2026-01-13 01:07:00.213	1
SA1020-C1-001	4847.62111661544	2026-01-13 01:07:00.213	1
SA1020-C2-001	40785.2100601017	2026-01-13 01:07:00.213	1
SA1020-C3-001	84222.3250888069	2026-01-13 01:07:00.213	1
SA1020-C6P-001	52659.0017115278	2026-01-13 01:07:00.213	1
SA1020-CO2-001	30716.4271862871	2026-01-13 01:07:00.213	1
SA1020-DET-001A	18566.0589410783	2026-01-13 01:07:00.213	1
SA1020-DET-001B	68609.9757625088	2026-01-13 01:07:00.213	1
SA1020-DET-001C	9024.62476102778	2026-01-13 01:07:00.213	1
SA1020-DNTS001A	8334.36923687443	2026-01-13 01:07:00.213	1
SA1020-DNTS001B	25136.2355860378	2026-01-13 01:07:00.213	1
SA1020-DNTS001C	81089.2484711892	2026-01-13 01:07:00.213	1
SA1020-EFR-001A	25879.0544344049	2026-01-13 01:07:00.213	1
SA1020-EFR-001B	97946.528300506	2026-01-13 01:07:00.213	1
SA1020-EFR-001C	48280.3995840399	2026-01-13 01:07:00.213	1
